github_id,target_role,total_repos,top_languages,topics
togisoft,"Mobile App (Lv2. 강한 의심 / 54점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 9점)",25,"{'Rust': 8, 'Kotlin': 6, 'C#': 2}","['open-source', 'csharp', 'android-jetpack-pro', 'barcode-scanner', 'rust', 'barcode-reader', 'android-native', 'android', 'beginner-project', 'livedata-viewmodel']"
lollocenne,X (추론 안됨),11,"{'Python': 7, 'C': 1, 'C++': 1}","['2d-game', 'astar-search-algorithm', 'astar-algorithm', 'astar-pathfinding', 'acceptors', 'finite-state-automata', 'game', 'recognizers-text', 'finite-state-machine', 'pathfinder']"
ArchishmanSengupta,"Web Backend (Lv2. 강한 의심 / 17.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 10.5점)",46,"{'Python': 15, 'Go': 7, 'TypeScript': 4}","['javascript', 'thread-safe', 'distributed-systems', 'lerobot', 'uuid', 'live-streaming', 'middleware', 'cpp', 'generator', 'finance']"
geeksourcecodes,X (추론 안됨),100,{'PHP': 1},[]
Motirck,"Web Frontend (Lv2. 강한 의심 / 18점)
 🕵️ 부캐 스캔: Game Dev (Lv1. 의심 / 7점)",43,"{'TypeScript': 9, 'JavaScript': 8, 'C#': 7}",[]
nevo-david,Web Frontend (Lv1. 의심 / 9점),46,"{'TypeScript': 6, 'MDX': 3, 'JavaScript': 2}",[]
Jonasjps,Web Frontend (Lv1. 의심 / 12점),17,"{'HTML': 6, 'JavaScript': 4, 'TypeScript': 2}",[]
CodeByPinar,"ML/AI Engineer (Lv3. 확신 / 78.5점)
 🕵️ 부캐 스캔: Data Scientist (Lv2. 강한 의심 / 63.5점)",100,"{'Jupyter Notebook': 23, 'TypeScript': 13, 'Python': 13}","['renewable-energy', 'financial-analysis', 'dvwa', 'framer-motion', 'sustainability', 'authentication-service', 'serilog', 'eeg-signals', 'burp-suite', 'opensource']"
Aestheticsuraj234,"Web Frontend (Lv3. 확신 / 102점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.5점)",100,"{'TypeScript': 54, 'JavaScript': 25, 'HTML': 4}","['judge0', 'javascript-editor', 'shadcn-ui', 'xtermjs', 'ai-autocomplete', 'monaco-editor', 'github', 'monaco', 'ai-agents', 'daisyui']"
Roohollah81,Web Frontend (Lv1. 의심 / 7점),19,"{'JavaScript': 5, 'Svelte': 3, 'Makefile': 2}",[]
Dapunta,"Web Backend (Lv1. 의심 / 14.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 11.0점)",31,"{'Python': 22, 'JavaScript': 3, 'CSS': 3}","['facebook-clone', 'terabox-downloader', 'terabox-video-player', 'facebook', 'facebook-hacking-tool', 'poop-video-downloader', 'poop', 'poop-video-streaming', 'terabox-api', 'poopstream']"
ArinSoftware,Web Frontend (Lv2. 강한 의심 / 22점),30,"{'JavaScript': 13, 'HTML': 5, 'CSS': 4}",[]
webyazilimmeraklisi,Web Frontend (Lv1. 의심 / 14점),18,"{'JavaScript': 10, 'TypeScript': 3, 'HTML': 1}",[]
pankajmutha14,Web Backend (Lv1. 의심 / 6점),36,"{'Java': 6, 'HCL': 2}",[]
kumpulanremaja,"Web Frontend (Lv1. 의심 / 15점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.5점)",100,"{'Shell': 26, 'Python': 17, 'PHP': 16}","['alquran', 'gamemax', 'quran', 'mikhmon', 'voucher', 'bot', 'mikrotik', 'config', 'telkomsel', 'whatsapp']"
techaddict0x,"Web Frontend (Lv2. 강한 의심 / 35점)
 🕵️ 부캐 스캔: Web3/Blockchain (Lv2. 강한 의심 / 24점)",67,"{'Solidity': 24, 'HTML': 14, 'JavaScript': 11}",[]
Maalfer,"Web Frontend (Lv2. 강한 의심 / 20점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 13.5점)",59,"{'Python': 21, 'HTML': 12, 'Shell': 10}","['markdown', 'knowledge-management', 'notes', 'cogny']"
cutupdev,"Web Frontend (Lv2. 강한 의심 / 56점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 37.5점)",60,"{'TypeScript': 29, 'Rust': 14, 'Python': 9}","['cpis', 'orderbook', 'leverage', 'javascript', 'marketplace', 'nft', 'dao', 'bots', 'meteora', 'pool']"
gevendra2004,Web Frontend (Lv2. 강한 의심 / 21점),17,"{'CSS': 8, 'HTML': 4, 'JavaScript': 3}","['javascript', 'animation', 'scrollrevealjs', 'website', 'emailjs', 'tailwind-css', 'html', 'js', 'html5', 'gevstack']"
aantoooon,"Web Backend (Lv2. 강한 의심 / 37.0점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv2. 강한 의심 / 31점)",100,"{'Rust': 31, 'Go': 27, 'TypeScript': 22}",[]
kenjiwizard,"Web Frontend (Lv2. 강한 의심 / 19점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 9.0점)",45,"{'JavaScript': 14, 'Python': 10, 'PHP': 7}","['vpn-service', 'vpn', 'vpn-client', 'vpn-server']"
qichiyuhub,X (추론 안됨),17,"{'Shell': 4, 'JavaScript': 3, 'Go': 1}","['github-config', 'caddy-cloudflaredns', 'config', 'cloudflare', 'caddy-cloudflare', 'caddy', 'caddy-plugin']"
samirsaci,"Web Backend (Lv1. 의심 / 9.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 9.0점)",57,"{'Jupyter Notebook': 28, 'Python': 12, 'HTML': 3}","['pareto', 'powerpoint', 'logistics', 'pathfinding', 'product-management', 'webapp', 'mcp', 'gps', 'scraping', 'finance']"
avinal,"Web Backend (Lv1. 의심 / 13.0점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 12점)",100,"{'Go': 9, 'C++': 8, 'Shell': 5}","['github-actions-docker', 'portfolio-graph', 'ssg', 'sway', 'profile-readme-md', 'cpp', 'nightfox', 'atuin', 'coding-activity', 'resume-template']"
Defmc,Systems/Embedded (Lv2. 강한 의심 / 17점),25,"{'Rust': 15, 'JavaScript': 1, 'Lua': 1}","['network', 'rust', 'repl', 'compiler', 'rust-library', 'log', 'benchmarking', 'macro', 'tcp-ip', 'functional-programming']"
ZrrSkywalker,X (추론 안됨),17,"{'Python': 7, 'HTML': 1}",[]
negar-karimnejad,Web Frontend (Lv2. 강한 의심 / 44점),45,"{'JavaScript': 24, 'TypeScript': 15, 'HTML': 4}",[]
100daysofdevops,X (추론 안됨),66,"{'Python': 8, 'Shell': 7, 'HCL': 5}",[]
omsandippatil,Web Frontend (Lv2. 강한 의심 / 37점),78,"{'TypeScript': 17, 'HTML': 10, 'JavaScript': 9}","['github-config', 'water-quality-analysis', 'ai-lawyer', 'config', 'gamified-learning', 'gamification', 'gamified-education', 'law', 'water-quality', 'dsa-algorithm']"
MustajabAhmed,Web Frontend (Lv1. 의심 / 14점),53,"{'PHP': 20, 'TypeScript': 10, 'Java': 3}","['config', 'github-config']"
Ruth-ikegah,Web Frontend (Lv2. 강한 의심 / 21점),100,"{'HTML': 9, 'JavaScript': 8, 'Python': 7}","['opensource', 'open-source', 'codenewbie', 'git', 'github', 'beginners']"
sttve,Web Frontend (Lv2. 강한 의심 / 17점),47,"{'JavaScript': 7, 'TypeScript': 5, 'CSS': 3}","['sqlalchemy', 'javascript', 'flask', 'git', 'python-libraries', 'vercel', 'html5', 'python', 'css', 'bootstrap5']"
hiifeng,DevOps/SRE (Lv1. 의심 / 6점),19,"{'Shell': 6, 'Go': 2, 'Dockerfile': 1}","['alwaysdata', 'edgemax-edgerouter-er-x', 'domain', 'tls', 'iptv', 'v2ray', 'iptv-m3u', 'erx', 'cloudflare', 'websocket']"
abhishek-0713,Web Backend (Lv2. 강한 의심 / 50점),28,"{'Java': 14, 'JavaScript': 3, 'CSS': 1}","['es6', 'oasis-infobyte', 'javascript', 'business-api', 'journey', 'html-css-javascript', 'spring-data-jpa', 'internship-task', 'readme', 'github-readme-profile']"
sanchezcpp,X (추론 안됨),100,"{'C++': 1, 'Python': 1}",[]
qi4L,"Web Backend (Lv1. 의심 / 14.5점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 7점)",32,"{'Go': 11, 'Rust': 6, 'Python': 3}","['jndi-injection', 'extreme-speed', 'java', 'web-security', 'gadget', 'scan', 'mem-shell', 'attack', 'ldap', 'jndi']"
Ade-mir,Web Frontend (Lv2. 강한 의심 / 42점),47,"{'JavaScript': 25, 'HTML': 9, 'CSS': 5}","['config', 'github-config']"
AlexTheAnalyst,X (추론 안됨),18,"{'Jupyter Notebook': 5, 'CSS': 2, 'HTML': 1}",[]
scarletquasar,Web Frontend (Lv1. 의심 / 8점),100,"{'TypeScript': 4, 'CSS': 3, 'HTML': 1}","['config', 'github-config']"
haileyok,"Web Frontend (Lv2. 강한 의심 / 19점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 19.0점)",50,"{'TypeScript': 16, 'Go': 16, 'Python': 6}","['github-config', 'golang', 'config', 'atproto', 'agent', 'trust-and-safety', 'pdq', 'pds', 'remix', 'blog']"
nholuongut,"Web Frontend (Lv2. 강한 의심 / 24점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 17.0점)",100,"{'TypeScript': 18, 'Python': 16, 'Shell': 14}",[]
Apurva-tech,"Web Frontend (Lv1. 의심 / 15점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.0점)",53,"{'Jupyter Notebook': 14, 'Python': 8, 'CSS': 5}","['cox-regression', 'webrtc', 'realtime-messaging', 'nodejs', 'video-conference-application', 'summarizer', 'healthcare-application', 'posenet', 'google-calendar-api', 'machine-learning']"
Berkantcen,Web Frontend (Lv2. 강한 의심 / 36점),40,"{'JavaScript': 21, 'HTML': 9, 'CSS': 5}","['css3', 'javascript', 'html5']"
PriyankaJhaTheDeveloper,"Data Scientist (Lv2. 강한 의심 / 15.5점)
 🕵️ 부캐 스캔: DevOps/SRE (Lv1. 의심 / 6점)",13,"{'Jupyter Notebook': 4, 'Python': 3, 'R': 2}","['tableau-public', 'cufflinks', 'hiveql', 'seaborn-tutorial', 'jupyter-notebook', 'matplotlib-tutorial', 'tableau-dashboards', 'instagram', 'seaborn', 'data-visualization']"
JaKooLit,Web Frontend (Lv1. 의심 / 9점),52,"{'Shell': 22, 'CSS': 6, 'Rust': 3}","['hyprland', 'wayland', 'fedora-workstation', 'arch-linux', 'debian-linux', 'dotfiles', 'hyprland-rice', 'dots', 'waybar-module', 'rofi-theme']"
awake1t,X (추론 안됨),20,"{'Python': 3, 'Go': 3, 'JavaScript': 1}","['hacking', 'cybersecurity', 'pentest-tool', 'awesome', 'pentest', 'pentesting', 'awsome-list', 'hack-tool']"
RJCodeAdvance,Game Dev (Lv2. 강한 의심 / 31점),47,"{'C#': 31, 'TSQL': 6, 'Visual Basic .NET': 6}",[]
vishakh-abhayan,"Web Frontend (Lv2. 강한 의심 / 64점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.5점)",100,"{'TypeScript': 17, 'JavaScript': 16, 'HTML': 13}","['string', 'javascript', 'html-css-javascript', 'tyepscript', 'todoapp', 'html5', 'npm', 'wish', 'react-hooks', 'todo']"
HuskyHacks,"Systems/Embedded (Lv1. 의심 / 10점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 9.0점)",79,"{'Python': 12, 'Rust': 6, 'PowerShell': 5}","['exploit', 'windows', 'nim', 'exploit-development']"
gncyyldz,"Game Dev (Lv3. 확신 / 87점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 8점)",100,"{'C#': 87, 'TypeScript': 6, 'Python': 1}",[]
liviavianna,"Web Frontend (Lv1. 의심 / 9점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.0점)",25,"{'Python': 16, 'JavaScript': 4, 'HTML': 4}",[]
AzharRivaldi,"Mobile App (Lv3. 확신 / 193점)
 🕵️ 부캐 스캔: Web Backend (Lv3. 확신 / 126점)",100,"{'Kotlin': 34, 'Dart': 30, 'Java': 30}","['bmkg-quake', 'terjemahan', 'check-connectivity-app', 'google-translate-api', 'quran-translation', 'watermark', 'geolocation', 'openstreetmaps', 'puasa-wajib', 'hijri-dates']"
jessramosdata,X (추론 안됨),16,"{'Jupyter Notebook': 5, 'TSQL': 1, 'Python': 1}","['randomforest', 'loanapproval', 'machinelearning', 'webapp']"
mylinuxforwork,X (추론 안됨),32,"{'Shell': 14, 'Python': 7, 'QML': 4}","['hyprland', 'configuration', 'opensuse-tumbleweed', 'arch', 'linux', 'fedora']"
befoulers,X (추론 안됨),17,"{'Python': 3, 'Batchfile': 2, 'JavaScript': 1}",[]
HadesHappy,Web Frontend (Lv2. 강한 의심 / 74점),100,"{'JavaScript': 40, 'TypeScript': 25, 'HTML': 7}",[]
safuco,X (추론 안됨),21,"{'Dockerfile': 1, 'JavaScript': 1}",[]
guithepc,Web Backend (Lv2. 강한 의심 / 25.5점),31,"{'Java': 22, 'HTML': 2, 'Python': 1}","['sql', 'spring-boot', 'flutter', 'java-11']"
Arham-12336,"Web Frontend (Lv2. 강한 의심 / 42점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 25.0점)",50,"{'TypeScript': 9, 'Jupyter Notebook': 9, 'HTML': 8}","['bootstrap', 'javascript', 'pca-analysis', 'gesture-recognition', 'windows-forms', 'local-database', 'android', 'vscode', 'components', 'oop']"
MonicaHillman,Web Frontend (Lv3. 확신 / 86점),80,"{'JavaScript': 27, 'HTML': 21, 'TypeScript': 10}","['aluraflix', 'javascript', 'secret', 'imersao', 'chat', 'othello', 'player-color', 'webgl', 'imersao-react', 'space']"
zoicware,X (추론 안됨),35,"{'PowerShell': 27, 'HTML': 1, 'Batchfile': 1}","['image-creator', 'privacy', '25h2', 'tweaks', 'copilot', 'security', 'bloat', 'antivirus', 'ai', 'quickcpu']"
fifikobayashi,"Web3/Blockchain (Lv1. 의심 / 10점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 7점)",54,"{'Solidity': 10, 'JavaScript': 6, 'Python': 4}",[]
chompie1337,Systems/Embedded (Lv1. 의심 / 6점),12,"{'C': 6, 'Python': 2, 'WebAssembly': 1}",[]
pydeveloperashish,"Web Backend (Lv2. 강한 의심 / 16.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 16.5점)",100,"{'Jupyter Notebook': 37, 'Python': 33, 'HTML': 5}","['gpt', 'llm', 'openai', 'python', 'langchain']"
Mlook70,Web Frontend (Lv2. 강한 의심 / 23점),34,"{'JavaScript': 12, 'TypeScript': 7, 'HTML': 4}",[]
codingstella,Web Frontend (Lv1. 의심 / 13점),17,"{'CSS': 6, 'HTML': 4, 'JavaScript': 3}","['javascript', 'html-projects', 'html-css-javascript', 'javascriptprojects', 'htmlproject', 'source-code', 'html5', 'website', 'html-css-javascript-project', 'instagram']"
bulutluoz,"Web Backend (Lv2. 강한 의심 / 67점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 26점)",100,"{'Java': 67, 'HTML': 26}",[]
SummerSec,"Web Frontend (Lv2. 강한 의심 / 24점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 21.0점)",100,"{'TypeScript': 11, 'Java': 10, 'HTML': 8}","['function', 'readme-md', 'vulnerability', 'readme', 'sa', 'commons-collections3', 'readme-profile', 'weblogc-security', 'github', 'javase']"
Fosowl,ML/AI Engineer (Lv1. 의심 / 5.5점),17,"{'Python': 5, 'C++': 3, 'C': 2}","['agents', 'mapping-algorithms', 'cpp', 'voice-assistant', 'simulation', 'deepseek-r1', 'llm', 'csfml', 'agentic-ai', 'llm-agents']"
fdeniz07,"Web Backend (Lv3. 확신 / 80점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 39점)",100,"{'Java': 35, 'C#': 27, 'JavaScript': 6}","['modelmapper', 'javascript', 'react-material-ui', 'java-security', 'jpa-hibernate', 'autofac', 'rabbitmq', 'annotations', 'sql', 'oop']"
Arthur-byte-code,"Web Frontend (Lv1. 의심 / 15점)
 🕵️ 부캐 스캔: Game Dev (Lv1. 의심 / 7점)",29,"{'JavaScript': 9, 'C#': 7, 'HTML': 5}","['config', 'github-config']"
shantunparmar,Web Frontend (Lv1. 의심 / 7점),24,"{'JavaScript': 4, 'HTML': 3, 'Python': 3}",[]
Sonal0409,"Web Backend (Lv1. 의심 / 14.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 12점)",100,"{'Python': 12, 'HTML': 9, 'Shell': 8}",[]
Kavorix,"Web Frontend (Lv3. 확신 / 174점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 15점)",100,"{'TypeScript': 37, 'JavaScript': 11, 'Rust': 7}","['bootstrap', 'nft-gallery', 'react-redux', 'trading', 'marketplace', 'nft', 'javascript', 'api-integration', 'explorer', 'anchor-lang']"
larissadcew,"Web Backend (Lv2. 강한 의심 / 25.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 16.0점)",67,"{'Python': 32, 'C': 13, 'HTML': 3}","['github-config', 'javascript', 'pygame-application', 'api', 'pygame-library', 'oop', 'django', 'gamers', 'web', 'streamlit']"
lukef7fywmrp,Web Frontend (Lv2. 강한 의심 / 38점),41,"{'TypeScript': 25, 'JavaScript': 13}",[]
gitfullstacker,Web Frontend (Lv1. 의심 / 15점),31,"{'TypeScript': 8, 'PHP': 6, 'HTML': 4}",[]
Wellington-lopes,"Web Frontend (Lv2. 강한 의심 / 26점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.5점)",56,"{'HTML': 15, 'CSS': 8, 'Python': 5}","['bootstrap', 'javascript', 'railway', 'github', 'jupyter-notebook', 'html5', 'javascipt', 'eclipse', 'css3', 'git']"
M-Nafi,Web Frontend (Lv1. 의심 / 13점),29,"{'Python': 8, 'JavaScript': 8, 'TypeScript': 4}",[]
c3rb3ru5d3d53c,"Systems/Embedded (Lv1. 의심 / 7점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.5점)",85,"{'Python': 13, 'C++': 3, 'Rust': 2}","['binary-analysis', 'cybersecurity', 'github-config', 'malware-analysis', 'yara-rules', 'genetic-progamming', 'yara', 'binary-similarity', 'config', 'ida-plugin']"
GyulyVGC,Systems/Embedded (Lv2. 강한 의심 / 24점),52,"{'Rust': 23, 'HTML': 2, 'JavaScript': 2}","['macos', 'postfix-calculator', 'tcp', 'dark-theme', 'rust-crate', 'network-monitoring', 'network', 'packet-analyser', 'packet-capture', 'security']"
samsorrahman,"Web Frontend (Lv2. 강한 의심 / 22점)
 🕵️ 부캐 스캔: DevOps/SRE (Lv2. 강한 의심 / 18점)",58,"{'Python': 15, 'JavaScript': 9, 'HCL': 5}","['design', 'website-template', 'terraform', 'developer', 'cloudnative', 'jenkinsfile', 'linux', 'github', 'prometheus', 'githubwebhooks']"
jacqueline-oliveira,"Web Backend (Lv2. 강한 의심 / 43점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 10점)",59,"{'Java': 43, 'JavaScript': 6, 'CSS': 4}",[]
hoangks5,"ML/AI Engineer (Lv2. 강한 의심 / 32.5점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 26.5점)",100,"{'Python': 53, 'Jupyter Notebook': 15, 'CSS': 2}","['vietnamese-nlp', 'github-config', 'nlp-machine-learning', 'config', 'machine-learning']"
ethanniser,"Web Frontend (Lv2. 강한 의심 / 56점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 6점)",100,"{'TypeScript': 56, 'Lua': 3, 'Rust': 3}","['config', 'github-config']"
GUchechi,Web Frontend (Lv2. 강한 의심 / 50점),59,"{'JavaScript': 28, 'HTML': 8, 'CSS': 6}",['react']
alestanalves,"Web Backend (Lv2. 강한 의심 / 17.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 15.0점)",100,"{'Python': 30, 'Jupyter Notebook': 9, 'JavaScript': 5}","['ackercode', 'awesome', 'python-blackhat', 'hardware-hacking', 'ethical-hacking', 'python-hacking', 'guia', 'awesome-list', 'python', 'malware-research']"
joaopauloaramuni,"Web Backend (Lv2. 강한 의심 / 49.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 20점)",39,"{'Java': 6, 'HTML': 5, 'C++': 3}","['pascal', 'readme-stats', 'javascript', 'tcc', 'github-pages', 'poo', 'automata', 'graphql', 'sql', 'cpp']"
joebertcerezo,"Web Frontend (Lv3. 확신 / 87점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 45.0점)",50,"{'Vue': 8, 'TypeScript': 7, 'Kotlin': 5}","['javascript', 'pki', 'nft', 'pokedex', 'shadcn-ui', 'api-integration', 'learning', 'file-management', 'java-8', 'vscode']"
0xmoei,Web Frontend (Lv1. 의심 / 15점),100,"{'JavaScript': 9, 'Python': 5, 'Shell': 4}","['blockchain', 'prover', 'supercomputer', 'zkp', 'povw', 'swarm', 'nexus', 'ai', 'risczero', 'mining']"
paul-gauthier,X (추론 안됨),18,"{'Python': 7, 'Shell': 2, 'Dockerfile': 1}",[]
max-passion,X (추론 안됨),19,"{'Liquid': 4, 'JavaScript': 2, 'Python': 2}",[]
diagodryson,Web Frontend (Lv1. 의심 / 10점),17,"{'CSS': 5, 'HTML': 3, 'PHP': 2}",[]
Wandersondu,Web Frontend (Lv1. 의심 / 15점),21,"{'HTML': 12, 'JavaScript': 2, 'C#': 1}",[]
AngularsCoding,Systems/Embedded (Lv2. 강한 의심 / 48점),48,{'C++': 48},[]
bhav09,"Web Backend (Lv2. 강한 의심 / 21.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 21.5점)",88,"{'Python': 43, 'Jupyter Notebook': 19, 'TypeScript': 2}",[]
fuma-nama,Web Frontend (Lv3. 확신 / 98점),100,"{'TypeScript': 68, 'MDX': 7, 'JavaScript': 3}","['chakra-ui', 'javascript', 'content-collections', 'chat', 'shadcn-ui', 'rust', 'next', 'discord-bot', 'ably-js', 'ai']"
brianobot,"Web Backend (Lv2. 강한 의심 / 54.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 21.5점)",100,"{'Python': 43, 'Rust': 20, 'TypeScript': 6}","['github-config', 'realtime-chat', 'github-api', 'react-components', 'backend-development', 'python-programming-language', 'solana-program', 'internship-task', 'rust-programming', 'rust']"
hxu296,"ML/AI Engineer (Lv1. 의심 / 11.5점)
 🕵️ 부캐 스캔: Data Scientist (Lv1. 의심 / 9.5점)",77,"{'Python': 17, 'C++': 5, 'TypeScript': 5}","['ranking', 'chat', 'pytorch', 'parser', 'github', 'human-pose-estimation', 'leetcode-company-questions', 'facebook-interview', 'stock-drop-notifier', 'amazon-interview']"
guzztavo2,"Web Frontend (Lv1. 의심 / 12점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.5점)",24,"{'PHP': 9, 'JavaScript': 4, 'Python': 3}","['bootstrap', 'javascript', 'unfollowing', 'bots', 'laravel', 'github', 'selenium', 'docker-compose', 'seleniumgrid', 'vuejs']"
sujeetcoder,Web Frontend (Lv2. 강한 의심 / 24점),36,"{'JavaScript': 7, 'HTML': 2}","['github-config', 'chakra-ui', 'food-app', 'javascript', 'chakra-ui-react', 'food', 'food-delivery-application', 'shopping', 'ecommerce-website', 'food-app-react']"
ErikBarroso,Web Frontend (Lv2. 강한 의심 / 23점),31,"{'TypeScript': 10, 'HTML': 6, 'JavaScript': 5}",[]
Sharmasheeno,"Web Frontend (Lv2. 강한 의심 / 32점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 5.5점)",62,"{'JavaScript': 15, 'TypeScript': 10, 'HTML': 7}","['config', 'github-config']"
mvaibhav131,"Web Frontend (Lv3. 확신 / 285점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 57점)",91,"{'JavaScript': 63, 'TypeScript': 9, 'HTML': 8}","['bootstrap', 'geocoder', 'javascript', 'react-redux', 'github-config', 'tmdb-api', 'tailwind-css-basics', 'timer-javascript-app', 'connections', 'testing-tools']"
CodewithShahriar,Web Frontend (Lv3. 확신 / 109점),36,"{'TypeScript': 8, 'HTML': 8, 'SCSS': 4}","['bootstrap', 'react-query', 'javascript', 'smptlib', 'scss-framework', 'react-toastify', 'shadcn-ui', 'uuid-generator', 'wow-js', 'api']"
ZitaoTech,Systems/Embedded (Lv1. 의심 / 6점),28,"{'C': 6, 'CMake': 6, 'HTML': 2}",[]
ryihan,Web Frontend (Lv1. 의심 / 8점),48,"{'JavaScript': 6, 'PHP': 4, 'C++': 3}","['status', 'profile-readme', 'game-objects', '3dgame', 'ryihan-github-io', 'unity', 'ryihan', 'game-object-controller', 'project', 'game-development']"
berserkerx,X (추론 안됨),53,"{'Shell': 1, 'JavaScript': 1}",[]
Quantreo,X (추론 안됨),20,"{'Jupyter Notebook': 17, 'Python': 3}",[]
HunxByts,"Web Backend (Lv1. 의심 / 10.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 7.0점)",26,"{'Python': 14, 'SCSS': 4, 'C++': 3}","['kalkulator-python', 'hashcode', 'termux-hacks', 'bots', 'cyber', 'rpl', 'world', 'termu', 'cpp', 'information-gathering']"
